gwas_id	qtl_subset	n_colocs_in_novel_ld_blocks	n_unique_novel_ld_blocks	sample_size	present_in_GTEx	cell_type_class	sample_size_norm_novel_LD_block_count	gwas_class	gwas_id_short
BMI-ukb-a-248	Schmiedel_2018.CD4_T-cell_naive_tx	0	0	88	FALSE	immune cell	0	non-immune	BMI
BMI-ukb-a-248	Schmiedel_2018.CD4_T-cell_anti-CD3-CD28_tx	0	0	89	FALSE	immune cell	0	non-immune	BMI
BMI-ukb-a-248	Schmiedel_2018.CD8_T-cell_naive_tx	0	0	89	FALSE	immune cell	0	non-immune	BMI
BMI-ukb-a-248	Schmiedel_2018.CD8_T-cell_anti-CD3-CD28_tx	0	0	88	FALSE	immune cell	0	non-immune	BMI
BMI-ukb-a-248	Schmiedel_2018.monocyte_CD16_naive_tx	0	0	90	FALSE	immune cell	0	non-immune	BMI
BMI-ukb-a-248	Schmiedel_2018.NK-cell_naive_tx	0	0	90	FALSE	immune cell	0	non-immune	BMI
BMI-ukb-a-248	Schwartzentruber_2018.sensory_neuron_tx	0	0	98	FALSE	other	0	non-immune	BMI
BMI-ukb-a-248	TwinsUK.blood_tx	0	0	195	TRUE	immune cell	0	non-immune	BMI
CAD-ebi-a-GCST003116	Alasoo_2018.macrophage_naive_tx	1	1	84	FALSE	immune cell	0.011904761904761904	non-immune	CAD
CAD-ebi-a-GCST003116	Alasoo_2018.macrophage_Salmonella_tx	1	1	84	FALSE	immune cell	0.011904761904761904	non-immune	CAD
CAD-ebi-a-GCST003116	BLUEPRINT_SE.monocyte_tx	5	5	191	FALSE	immune cell	0.02617801047120419	non-immune	CAD
CAD-ebi-a-GCST003116	BrainSeq.brain_tx	1	1	479	TRUE	other	0.0020876826722338203	non-immune	CAD
CAD-ebi-a-GCST003116	FUSION.adipose_naive_tx	1	1	271	TRUE	other	0.0036900369003690036	non-immune	CAD
CAD-ebi-a-GCST003116	GEUVADIS.LCL_tx	1	1	445	TRUE	immune cell	0.0022471910112359553	non-immune	CAD
CAD-ebi-a-GCST003116	Nedelec_2016.macrophage_Listeria_tx	1	1	163	FALSE	immune cell	0.006134969325153374	non-immune	CAD
CAD-ebi-a-GCST003116	Quach_2016.monocyte_R848_tx	1	1	191	FALSE	immune cell	0.005235602094240838	non-immune	CAD
CAD-ebi-a-GCST003116	ROSMAP.brain_naive_tx	1	1	576	TRUE	other	0.001736111111111111	non-immune	CAD
CAD-ebi-a-GCST003116	Schmiedel_2018.monocyte_naive_tx	1	1	91	FALSE	immune cell	0.01098901098901099	non-immune	CAD
CAD-ebi-a-GCST003116	Schmiedel_2018.Th2_memory_tx	1	1	89	FALSE	immune cell	0.011235955056179775	non-immune	CAD
CAD-ebi-a-GCST003116	Alasoo_2018.macrophage_IFNg_tx	0	0	84	FALSE	immune cell	0	non-immune	CAD
CAD-ebi-a-GCST003116	Alasoo_2018.macrophage_IFNg+Salmonella_tx	0	0	84	FALSE	immune cell	0	non-immune	CAD
CAD-ebi-a-GCST003116	BLUEPRINT_SE.neutrophil_tx	0	0	196	FALSE	immune cell	0	non-immune	CAD
CAD-ebi-a-GCST003116	BLUEPRINT_PE.T-cell_tx	0	0	167	FALSE	immune cell	0	non-immune	CAD
CAD-ebi-a-GCST003116	FUSION.muscle_naive_tx	0	0	288	TRUE	other	0	non-immune	CAD
CAD-ebi-a-GCST003116	GENCORD.LCL_tx	0	0	190	TRUE	immune cell	0	non-immune	CAD
CAD-ebi-a-GCST003116	GENCORD.fibroblast_tx	0	0	186	TRUE	immune cell	0	non-immune	CAD
CAD-ebi-a-GCST003116	GENCORD.T-cell_tx	0	0	184	FALSE	immune cell	0	non-immune	CAD
CAD-ebi-a-GCST003116	HipSci.iPSC_tx	0	0	322	FALSE	other	0	non-immune	CAD
CAD-ebi-a-GCST003116	Lepik_2017.blood_tx	0	0	471	TRUE	immune cell	0	non-immune	CAD
CAD-ebi-a-GCST003116	Nedelec_2016.macrophage_naive_tx	0	0	163	FALSE	immune cell	0	non-immune	CAD
CAD-ebi-a-GCST003116	Nedelec_2016.macrophage_Salmonella_tx	0	0	167	FALSE	immune cell	0	non-immune	CAD
CAD-ebi-a-GCST003116	Quach_2016.monocyte_naive_tx	0	0	200	FALSE	immune cell	0	non-immune	CAD
CAD-ebi-a-GCST003116	Quach_2016.monocyte_LPS_tx	0	0	184	FALSE	immune cell	0	non-immune	CAD
CAD-ebi-a-GCST003116	Quach_2016.monocyte_Pam3CSK4_tx	0	0	196	FALSE	immune cell	0	non-immune	CAD
CAD-ebi-a-GCST003116	Quach_2016.monocyte_IAV_tx	0	0	198	FALSE	immune cell	0	non-immune	CAD
CAD-ebi-a-GCST003116	Schmiedel_2018.Tfh_memory_tx	0	0	89	FALSE	immune cell	0	non-immune	CAD
CAD-ebi-a-GCST003116	Schmiedel_2018.Th17_memory_tx	0	0	89	FALSE	immune cell	0	non-immune	CAD
CAD-ebi-a-GCST003116	Schmiedel_2018.Th1_memory_tx	0	0	82	FALSE	immune cell	0	non-immune	CAD
CAD-ebi-a-GCST003116	Schmiedel_2018.Th1-17_memory_tx	0	0	88	FALSE	immune cell	0	non-immune	CAD
CAD-ebi-a-GCST003116	Schmiedel_2018.Treg_memory_tx	0	0	89	FALSE	immune cell	0	non-immune	CAD
CAD-ebi-a-GCST003116	Schmiedel_2018.Treg_naive_tx	0	0	89	FALSE	immune cell	0	non-immune	CAD
CAD-ebi-a-GCST003116	Schmiedel_2018.B-cell_naive_tx	0	0	91	FALSE	immune cell	0	non-immune	CAD
CAD-ebi-a-GCST003116	Schmiedel_2018.CD4_T-cell_naive_tx	0	0	88	FALSE	immune cell	0	non-immune	CAD
CAD-ebi-a-GCST003116	Schmiedel_2018.CD4_T-cell_anti-CD3-CD28_tx	0	0	89	FALSE	immune cell	0	non-immune	CAD
CAD-ebi-a-GCST003116	Schmiedel_2018.CD8_T-cell_naive_tx	0	0	89	FALSE	immune cell	0	non-immune	CAD
CAD-ebi-a-GCST003116	Schmiedel_2018.CD8_T-cell_anti-CD3-CD28_tx	0	0	88	FALSE	immune cell	0	non-immune	CAD
CAD-ebi-a-GCST003116	Schmiedel_2018.monocyte_CD16_naive_tx	0	0	90	FALSE	immune cell	0	non-immune	CAD
CAD-ebi-a-GCST003116	Schmiedel_2018.NK-cell_naive_tx	0	0	90	FALSE	immune cell	0	non-immune	CAD
CAD-ebi-a-GCST003116	Schwartzentruber_2018.sensory_neuron_tx	0	0	98	FALSE	other	0	non-immune	CAD
CAD-ebi-a-GCST003116	TwinsUK.fat_tx	0	0	381	TRUE	other	0	non-immune	CAD
CAD-ebi-a-GCST003116	TwinsUK.LCL_tx	0	0	418	TRUE	immune cell	0	non-immune	CAD
CAD-ebi-a-GCST003116	TwinsUK.skin_tx	0	0	370	TRUE	other	0	non-immune	CAD
CAD-ebi-a-GCST003116	TwinsUK.blood_tx	0	0	195	TRUE	immune cell	0	non-immune	CAD
CAD-ebi-a-GCST003116	van_de_Bunt_2015.pancreatic_islet_tx	0	0	117	TRUE	other	0	non-immune	CAD
CD-ebi-a-GCST004132	Alasoo_2018.macrophage_IFNg+Salmonella_tx	2	2	84	FALSE	immune cell	0.023809523809523808	immune	CD
CD-ebi-a-GCST004132	BLUEPRINT_PE.T-cell_tx	4	4	167	FALSE	immune cell	0.023952095808383235	immune	CD
CD-ebi-a-GCST004132	BLUEPRINT_SE.monocyte_tx	4	4	191	FALSE	immune cell	0.020942408376963352	immune	CD
CD-ebi-a-GCST004132	BLUEPRINT_SE.neutrophil_tx	4	4	196	FALSE	immune cell	0.02040816326530612	immune	CD
CD-ebi-a-GCST004132	FUSION.adipose_naive_tx	2	2	271	TRUE	other	0.007380073800738007	immune	CD
CD-ebi-a-GCST004132	FUSION.muscle_naive_tx	1	1	288	TRUE	other	0.003472222222222222	immune	CD
CD-ebi-a-GCST004132	HipSci.iPSC_tx	1	1	322	FALSE	other	0.003105590062111801	immune	CD
CD-ebi-a-GCST004132	Lepik_2017.blood_tx	3	3	471	TRUE	immune cell	0.006369426751592357	immune	CD
CD-ebi-a-GCST004132	Nedelec_2016.macrophage_Salmonella_tx	1	1	167	FALSE	immune cell	0.005988023952095809	immune	CD
CD-ebi-a-GCST004132	Quach_2016.monocyte_IAV_tx	3	3	198	FALSE	immune cell	0.015151515151515152	immune	CD
CD-ebi-a-GCST004132	Quach_2016.monocyte_LPS_tx	2	2	184	FALSE	immune cell	0.010869565217391304	immune	CD
CD-ebi-a-GCST004132	Quach_2016.monocyte_naive_tx	5	5	200	FALSE	immune cell	0.025	immune	CD
CD-ebi-a-GCST004132	Quach_2016.monocyte_Pam3CSK4_tx	5	5	196	FALSE	immune cell	0.025510204081632654	immune	CD
CD-ebi-a-GCST004132	Quach_2016.monocyte_R848_tx	4	4	191	FALSE	immune cell	0.020942408376963352	immune	CD
CD-ebi-a-GCST004132	ROSMAP.brain_naive_tx	6	6	576	TRUE	other	0.010416666666666666	immune	CD
CD-ebi-a-GCST004132	Alasoo_2018.macrophage_naive_tx	0	0	84	FALSE	immune cell	0	immune	CD
CD-ebi-a-GCST004132	Alasoo_2018.macrophage_IFNg_tx	0	0	84	FALSE	immune cell	0	immune	CD
CD-ebi-a-GCST004132	Alasoo_2018.macrophage_Salmonella_tx	0	0	84	FALSE	immune cell	0	immune	CD
CD-ebi-a-GCST004132	BrainSeq.brain_tx	0	0	479	TRUE	other	0	immune	CD
CD-ebi-a-GCST004132	GENCORD.LCL_tx	0	0	190	TRUE	immune cell	0	immune	CD
CD-ebi-a-GCST004132	GENCORD.fibroblast_tx	0	0	186	TRUE	immune cell	0	immune	CD
CD-ebi-a-GCST004132	GENCORD.T-cell_tx	0	0	184	FALSE	immune cell	0	immune	CD
CD-ebi-a-GCST004132	GEUVADIS.LCL_tx	0	0	445	TRUE	immune cell	0	immune	CD
CD-ebi-a-GCST004132	Nedelec_2016.macrophage_Listeria_tx	0	0	163	FALSE	immune cell	0	immune	CD
CD-ebi-a-GCST004132	Nedelec_2016.macrophage_naive_tx	0	0	163	FALSE	immune cell	0	immune	CD
CD-ebi-a-GCST004132	Schmiedel_2018.Tfh_memory_tx	0	0	89	FALSE	immune cell	0	immune	CD
CD-ebi-a-GCST004132	Schmiedel_2018.Th17_memory_tx	0	0	89	FALSE	immune cell	0	immune	CD
CD-ebi-a-GCST004132	Schmiedel_2018.Th1_memory_tx	0	0	82	FALSE	immune cell	0	immune	CD
CD-ebi-a-GCST004132	Schmiedel_2018.Th2_memory_tx	0	0	89	FALSE	immune cell	0	immune	CD
CD-ebi-a-GCST004132	Schmiedel_2018.Th1-17_memory_tx	0	0	88	FALSE	immune cell	0	immune	CD
CD-ebi-a-GCST004132	Schmiedel_2018.Treg_memory_tx	0	0	89	FALSE	immune cell	0	immune	CD
CD-ebi-a-GCST004132	Schmiedel_2018.Treg_naive_tx	0	0	89	FALSE	immune cell	0	immune	CD
CD-ebi-a-GCST004132	Schmiedel_2018.B-cell_naive_tx	0	0	91	FALSE	immune cell	0	immune	CD
CD-ebi-a-GCST004132	Schmiedel_2018.CD4_T-cell_naive_tx	0	0	88	FALSE	immune cell	0	immune	CD
CD-ebi-a-GCST004132	Schmiedel_2018.CD4_T-cell_anti-CD3-CD28_tx	0	0	89	FALSE	immune cell	0	immune	CD
CD-ebi-a-GCST004132	Schmiedel_2018.CD8_T-cell_naive_tx	0	0	89	FALSE	immune cell	0	immune	CD
CD-ebi-a-GCST004132	Schmiedel_2018.CD8_T-cell_anti-CD3-CD28_tx	0	0	88	FALSE	immune cell	0	immune	CD
CD-ebi-a-GCST004132	Schmiedel_2018.monocyte_CD16_naive_tx	0	0	90	FALSE	immune cell	0	immune	CD
CD-ebi-a-GCST004132	Schmiedel_2018.monocyte_naive_tx	0	0	91	FALSE	immune cell	0	immune	CD
CD-ebi-a-GCST004132	Schmiedel_2018.NK-cell_naive_tx	0	0	90	FALSE	immune cell	0	immune	CD
CD-ebi-a-GCST004132	Schwartzentruber_2018.sensory_neuron_tx	0	0	98	FALSE	other	0	immune	CD
CD-ebi-a-GCST004132	TwinsUK.fat_tx	0	0	381	TRUE	other	0	immune	CD
CD-ebi-a-GCST004132	TwinsUK.LCL_tx	0	0	418	TRUE	immune cell	0	immune	CD
CD-ebi-a-GCST004132	TwinsUK.skin_tx	0	0	370	TRUE	other	0	immune	CD
CD-ebi-a-GCST004132	TwinsUK.blood_tx	0	0	195	TRUE	immune cell	0	immune	CD
CD-ebi-a-GCST004132	van_de_Bunt_2015.pancreatic_islet_tx	0	0	117	TRUE	other	0	immune	CD
HEIGHT-ukb-a-389	Alasoo_2018.macrophage_IFNg+Salmonella_tx	1	1	84	FALSE	immune cell	0.011904761904761904	non-immune	HEIGHT
HEIGHT-ukb-a-389	Alasoo_2018.macrophage_naive_tx	2	2	84	FALSE	immune cell	0.023809523809523808	non-immune	HEIGHT
HEIGHT-ukb-a-389	BLUEPRINT_PE.T-cell_tx	7	7	167	FALSE	immune cell	0.041916167664670656	non-immune	HEIGHT
HEIGHT-ukb-a-389	BLUEPRINT_SE.monocyte_tx	7	7	191	FALSE	immune cell	0.03664921465968586	non-immune	HEIGHT
HEIGHT-ukb-a-389	BLUEPRINT_SE.neutrophil_tx	4	4	196	FALSE	immune cell	0.02040816326530612	non-immune	HEIGHT
HEIGHT-ukb-a-389	BrainSeq.brain_tx	5	5	479	TRUE	other	0.010438413361169102	non-immune	HEIGHT
HEIGHT-ukb-a-389	FUSION.adipose_naive_tx	7	7	271	TRUE	other	0.025830258302583026	non-immune	HEIGHT
HEIGHT-ukb-a-389	FUSION.muscle_naive_tx	10	10	288	TRUE	other	0.034722222222222224	non-immune	HEIGHT
HEIGHT-ukb-a-389	GENCORD.fibroblast_tx	1	1	186	TRUE	immune cell	0.005376344086021506	non-immune	HEIGHT
HEIGHT-ukb-a-389	GENCORD.LCL_tx	2	2	190	TRUE	immune cell	0.010526315789473684	non-immune	HEIGHT
HEIGHT-ukb-a-389	GENCORD.T-cell_tx	1	1	184	FALSE	immune cell	0.005434782608695652	non-immune	HEIGHT
HEIGHT-ukb-a-389	GEUVADIS.LCL_tx	4	4	445	TRUE	immune cell	0.008988764044943821	non-immune	HEIGHT
HEIGHT-ukb-a-389	HipSci.iPSC_tx	10	10	322	FALSE	other	0.031055900621118012	non-immune	HEIGHT
HEIGHT-ukb-a-389	Lepik_2017.blood_tx	2	2	471	TRUE	immune cell	0.004246284501061571	non-immune	HEIGHT
HEIGHT-ukb-a-389	Nedelec_2016.macrophage_Listeria_tx	2	2	163	FALSE	immune cell	0.012269938650306749	non-immune	HEIGHT
HEIGHT-ukb-a-389	Quach_2016.monocyte_IAV_tx	1	1	198	FALSE	immune cell	0.005050505050505051	non-immune	HEIGHT
HEIGHT-ukb-a-389	Quach_2016.monocyte_LPS_tx	2	2	184	FALSE	immune cell	0.010869565217391304	non-immune	HEIGHT
HEIGHT-ukb-a-389	Quach_2016.monocyte_naive_tx	1	1	200	FALSE	immune cell	0.005	non-immune	HEIGHT
HEIGHT-ukb-a-389	Quach_2016.monocyte_Pam3CSK4_tx	1	1	196	FALSE	immune cell	0.00510204081632653	non-immune	HEIGHT
HEIGHT-ukb-a-389	Quach_2016.monocyte_R848_tx	1	1	191	FALSE	immune cell	0.005235602094240838	non-immune	HEIGHT
HEIGHT-ukb-a-389	ROSMAP.brain_naive_tx	10	10	576	TRUE	other	0.017361111111111112	non-immune	HEIGHT
HEIGHT-ukb-a-389	Schmiedel_2018.monocyte_CD16_naive_tx	1	1	90	FALSE	immune cell	0.011111111111111112	non-immune	HEIGHT
HEIGHT-ukb-a-389	Schmiedel_2018.NK-cell_naive_tx	1	1	90	FALSE	immune cell	0.011111111111111112	non-immune	HEIGHT
HEIGHT-ukb-a-389	Schmiedel_2018.Th1_memory_tx	1	1	82	FALSE	immune cell	0.012195121951219513	non-immune	HEIGHT
HEIGHT-ukb-a-389	Schmiedel_2018.Treg_naive_tx	1	1	89	FALSE	immune cell	0.011235955056179775	non-immune	HEIGHT
HEIGHT-ukb-a-389	Schwartzentruber_2018.sensory_neuron_tx	3	3	98	FALSE	other	0.030612244897959183	non-immune	HEIGHT
HEIGHT-ukb-a-389	TwinsUK.blood_tx	2	2	195	TRUE	immune cell	0.010256410256410256	non-immune	HEIGHT
HEIGHT-ukb-a-389	TwinsUK.fat_tx	2	2	381	TRUE	other	0.005249343832020997	non-immune	HEIGHT
HEIGHT-ukb-a-389	TwinsUK.LCL_tx	2	2	418	TRUE	immune cell	0.004784688995215311	non-immune	HEIGHT
HEIGHT-ukb-a-389	TwinsUK.skin_tx	2	2	370	TRUE	other	0.005405405405405406	non-immune	HEIGHT
HEIGHT-ukb-a-389	Alasoo_2018.macrophage_IFNg_tx	0	0	84	FALSE	immune cell	0	non-immune	HEIGHT
HEIGHT-ukb-a-389	Alasoo_2018.macrophage_Salmonella_tx	0	0	84	FALSE	immune cell	0	non-immune	HEIGHT
HEIGHT-ukb-a-389	Nedelec_2016.macrophage_naive_tx	0	0	163	FALSE	immune cell	0	non-immune	HEIGHT
HEIGHT-ukb-a-389	Nedelec_2016.macrophage_Salmonella_tx	0	0	167	FALSE	immune cell	0	non-immune	HEIGHT
HEIGHT-ukb-a-389	Schmiedel_2018.Tfh_memory_tx	0	0	89	FALSE	immune cell	0	non-immune	HEIGHT
HEIGHT-ukb-a-389	Schmiedel_2018.Th17_memory_tx	0	0	89	FALSE	immune cell	0	non-immune	HEIGHT
HEIGHT-ukb-a-389	Schmiedel_2018.Th2_memory_tx	0	0	89	FALSE	immune cell	0	non-immune	HEIGHT
HEIGHT-ukb-a-389	Schmiedel_2018.Th1-17_memory_tx	0	0	88	FALSE	immune cell	0	non-immune	HEIGHT
HEIGHT-ukb-a-389	Schmiedel_2018.Treg_memory_tx	0	0	89	FALSE	immune cell	0	non-immune	HEIGHT
HEIGHT-ukb-a-389	Schmiedel_2018.B-cell_naive_tx	0	0	91	FALSE	immune cell	0	non-immune	HEIGHT
HEIGHT-ukb-a-389	Schmiedel_2018.CD4_T-cell_naive_tx	0	0	88	FALSE	immune cell	0	non-immune	HEIGHT
HEIGHT-ukb-a-389	Schmiedel_2018.CD4_T-cell_anti-CD3-CD28_tx	0	0	89	FALSE	immune cell	0	non-immune	HEIGHT
HEIGHT-ukb-a-389	Schmiedel_2018.CD8_T-cell_naive_tx	0	0	89	FALSE	immune cell	0	non-immune	HEIGHT
HEIGHT-ukb-a-389	Schmiedel_2018.CD8_T-cell_anti-CD3-CD28_tx	0	0	88	FALSE	immune cell	0	non-immune	HEIGHT
HEIGHT-ukb-a-389	Schmiedel_2018.monocyte_naive_tx	0	0	91	FALSE	immune cell	0	non-immune	HEIGHT
HEIGHT-ukb-a-389	van_de_Bunt_2015.pancreatic_islet_tx	0	0	117	TRUE	other	0	non-immune	HEIGHT
IBD-ebi-a-GCST004131	Alasoo_2018.macrophage_IFNg+Salmonella_tx	4	4	84	FALSE	immune cell	0.047619047619047616	immune	IBD
IBD-ebi-a-GCST004131	BLUEPRINT_PE.T-cell_tx	2	2	167	FALSE	immune cell	0.011976047904191617	immune	IBD
IBD-ebi-a-GCST004131	BLUEPRINT_SE.monocyte_tx	1	1	191	FALSE	immune cell	0.005235602094240838	immune	IBD
IBD-ebi-a-GCST004131	BLUEPRINT_SE.neutrophil_tx	1	1	196	FALSE	immune cell	0.00510204081632653	immune	IBD
IBD-ebi-a-GCST004131	BrainSeq.brain_tx	2	2	479	TRUE	other	0.0041753653444676405	immune	IBD
IBD-ebi-a-GCST004131	FUSION.adipose_naive_tx	3	3	271	TRUE	other	0.01107011070110701	immune	IBD
IBD-ebi-a-GCST004131	FUSION.muscle_naive_tx	2	2	288	TRUE	other	0.006944444444444444	immune	IBD
IBD-ebi-a-GCST004131	GENCORD.fibroblast_tx	1	1	186	TRUE	immune cell	0.005376344086021506	immune	IBD
IBD-ebi-a-GCST004131	GEUVADIS.LCL_tx	2	2	445	TRUE	immune cell	0.0044943820224719105	immune	IBD
IBD-ebi-a-GCST004131	HipSci.iPSC_tx	1	1	322	FALSE	other	0.003105590062111801	immune	IBD
IBD-ebi-a-GCST004131	Lepik_2017.blood_tx	2	2	471	TRUE	immune cell	0.004246284501061571	immune	IBD
IBD-ebi-a-GCST004131	Nedelec_2016.macrophage_Listeria_tx	1	1	163	FALSE	immune cell	0.006134969325153374	immune	IBD
IBD-ebi-a-GCST004131	Nedelec_2016.macrophage_Salmonella_tx	1	1	167	FALSE	immune cell	0.005988023952095809	immune	IBD
IBD-ebi-a-GCST004131	Quach_2016.monocyte_IAV_tx	1	1	198	FALSE	immune cell	0.005050505050505051	immune	IBD
IBD-ebi-a-GCST004131	Quach_2016.monocyte_naive_tx	3	3	200	FALSE	immune cell	0.015	immune	IBD
IBD-ebi-a-GCST004131	Quach_2016.monocyte_Pam3CSK4_tx	3	3	196	FALSE	immune cell	0.015306122448979591	immune	IBD
IBD-ebi-a-GCST004131	Quach_2016.monocyte_R848_tx	3	3	191	FALSE	immune cell	0.015706806282722512	immune	IBD
IBD-ebi-a-GCST004131	ROSMAP.brain_naive_tx	5	5	576	TRUE	other	0.008680555555555556	immune	IBD
IBD-ebi-a-GCST004131	Schmiedel_2018.CD4_T-cell_anti-CD3-CD28_tx	1	1	89	FALSE	immune cell	0.011235955056179775	immune	IBD
IBD-ebi-a-GCST004131	Schmiedel_2018.CD8_T-cell_anti-CD3-CD28_tx	2	2	88	FALSE	immune cell	0.022727272727272728	immune	IBD
IBD-ebi-a-GCST004131	TwinsUK.LCL_tx	3	3	418	TRUE	immune cell	0.007177033492822967	immune	IBD
IBD-ebi-a-GCST004131	TwinsUK.skin_tx	1	1	370	TRUE	other	0.002702702702702703	immune	IBD
IBD-ebi-a-GCST004131	Alasoo_2018.macrophage_naive_tx	0	0	84	FALSE	immune cell	0	immune	IBD
IBD-ebi-a-GCST004131	Alasoo_2018.macrophage_IFNg_tx	0	0	84	FALSE	immune cell	0	immune	IBD
IBD-ebi-a-GCST004131	Alasoo_2018.macrophage_Salmonella_tx	0	0	84	FALSE	immune cell	0	immune	IBD
IBD-ebi-a-GCST004131	GENCORD.LCL_tx	0	0	190	TRUE	immune cell	0	immune	IBD
IBD-ebi-a-GCST004131	GENCORD.T-cell_tx	0	0	184	FALSE	immune cell	0	immune	IBD
IBD-ebi-a-GCST004131	Nedelec_2016.macrophage_naive_tx	0	0	163	FALSE	immune cell	0	immune	IBD
IBD-ebi-a-GCST004131	Quach_2016.monocyte_LPS_tx	0	0	184	FALSE	immune cell	0	immune	IBD
IBD-ebi-a-GCST004131	Schmiedel_2018.Tfh_memory_tx	0	0	89	FALSE	immune cell	0	immune	IBD
IBD-ebi-a-GCST004131	Schmiedel_2018.Th17_memory_tx	0	0	89	FALSE	immune cell	0	immune	IBD
IBD-ebi-a-GCST004131	Schmiedel_2018.Th1_memory_tx	0	0	82	FALSE	immune cell	0	immune	IBD
