dataset	Alasoo_2018.macrophage_IFNg	Alasoo_2018.macrophage_IFNg+Salmonella	Alasoo_2018.macrophage_naive	Alasoo_2018.macrophage_Salmonella	BLUEPRINT_PE.T-cell	BLUEPRINT_SE.monocyte	BLUEPRINT_SE.neutrophil	BrainSeq.brain	FUSION.adipose_naive	FUSION.muscle_naive	GENCORD.fibroblast	GENCORD.LCL	GENCORD.T-cell	GEUVADIS.LCL	GTEx.adipose_subcutaneous	GTEx.adipose_visceral	GTEx.adrenal_gland	GTEx.artery_aorta	GTEx.artery_coronary	GTEx.artery_tibial	GTEx.blood	GTEx.brain_amygdala	GTEx.brain_anterior_cingulate_cortex	GTEx.brain_caudate	GTEx.brain_cerebellar_hemisphere	GTEx.brain_cerebellum	GTEx.brain_cortex	GTEx.brain_frontal_cortex	GTEx.brain_hippocampus	GTEx.brain_hypothalamus	GTEx.brain_nucleus_accumbens	GTEx.brain_putamen	GTEx.brain_spinal_cord	GTEx.brain_substantia_nigra	GTEx.breast	GTEx.colon_sigmoid	GTEx.colon_transverse	GTEx.esophagus_gej	GTEx.esophagus_mucosa	GTEx.esophagus_muscularis	GTEx.fibroblast	GTEx.heart_atrial_appendage	GTEx.heart_left_ventricle	GTEx.LCL	GTEx.liver	GTEx.lung	GTEx.minor_salivary_gland	GTEx.muscle	GTEx.nerve_tibial	GTEx.ovary	GTEx.pancreas	GTEx.pituitary	GTEx.prostate	GTEx.skin_not_sun_exposed	GTEx.skin_sun_exposed	GTEx.small_intestine	GTEx.spleen	GTEx.stomach	GTEx.testis	GTEx.thyroid	GTEx.uterus	GTEx.vagina	HipSci.iPSC	Lepik_2017.blood	Nedelec_2016.macrophage_Listeria	Nedelec_2016.macrophage_naive	Nedelec_2016.macrophage_Salmonella	Quach_2016.monocyte_IAV	Quach_2016.monocyte_LPS	Quach_2016.monocyte_naive	Quach_2016.monocyte_Pam3CSK4	Quach_2016.monocyte_R848	ROSMAP.brain_naive	Schmiedel_2018.B-cell_naive	Schmiedel_2018.CD4_T-cell_anti-CD3-CD28	Schmiedel_2018.CD4_T-cell_naive	Schmiedel_2018.CD8_T-cell_anti-CD3-CD28	Schmiedel_2018.CD8_T-cell_naive	Schmiedel_2018.monocyte_CD16_naive	Schmiedel_2018.monocyte_naive	Schmiedel_2018.NK-cell_naive	Schmiedel_2018.Tfh_memory	Schmiedel_2018.Th1-17_memory	Schmiedel_2018.Th17_memory	Schmiedel_2018.Th1_memory	Schmiedel_2018.Th2_memory	Schmiedel_2018.Treg_memory	Schmiedel_2018.Treg_naive	Schwartzentruber_2018.sensory_neuron	TwinsUK.blood	TwinsUK.fat	TwinsUK.LCL	TwinsUK.skin	van_de_Bunt_2015.pancreatic_islet
GENCORD.fibroblast	0.30819182234435405	0.26432929018892726	0.333273237385058	0.29882480494256974	0.25590407771346	0.2835767194661822	0.1745000892124302	0.28099471926300895	0.3356473735148766	0.2824824252199438	1	0.33790215881737795	0.3388313435642457	0.3302664806886318	0.3508665784820786	0.3409909597023152	0.3280723068854605	0.36072786880766244	0.3227542122436688	0.3588410917688374	0.2651926655715193	0.2280857121829985	0.2361325292649131	0.25506541861254495	0.22210864412022077	0.232013332396444	0.24563764528568208	0.252130811709925	0.236003803190115	0.24219216042650912	0.24571246649254788	0.24497569595189125	0.23406413767911377	0.22174938590339524	0.31959494393130217	0.31899912235502403	0.3211693506282659	0.32108065983335976	0.33817916286657645	0.3448858943292868	0.46710951569078873	0.32383867692294355	0.32213888470530766	0.271128345728204	0.26648633879227085	0.3403144982018275	0.2620422313468822	0.30393231325847503	0.3348641613214636	0.2657320982959687	0.29954071093542733	0.273034401129904	0.2843494421808435	0.30847741208700163	0.3199811922767617	0.28451643479082733	0.28786309856806974	0.32012627149699185	0.24405581463540602	0.3124719624078663	0.28129031732341686	0.26856225384863347	0.3097444651516844	0.29976734983198566	0.28741133736960284	0.2997573055952628	0.2628303192318309	0.22684616152616272	0.25671775470722197	0.26972163074885064	0.25858103657896275	0.2391808054327779	0.2922505707186207	0.21519865700336616	0.253277196470251	0.2326450478084244	0.26167637380394393	0.22868062243476178	0.24586410385002677	0.2589017202674359	0.23677671805181513	0.24114669098433864	0.24467994315214822	0.24608879611453444	0.2409958966501589	0.23774714345551545	0.2468086555482221	0.23885001977503809	0.2751980750541419	0.2760516414769394	0.367316874456888	0.3267832824480298	0.34674735668875534	0.27844663778068257
GENCORD.LCL	0.29094142331927503	0.24172321492463306	0.2955105620177844	0.26199387085154957	0.3440010292448665	0.33879728675399085	0.2003990137395156	0.2586736229920728	0.3040199709457553	0.2574233197330123	0.33790215881737795	1	0.47638734358281526	0.5873264779098452	0.3249347359196664	0.31360133176682836	0.2939523069246916	0.3094584229274346	0.28781203374372677	0.3094534216695435	0.3330652453608801	0.21657647974904576	0.2209274477709482	0.24694589851795082	0.2336201487718226	0.24508849887961745	0.23499805456180048	0.23524609425841983	0.22455812200585762	0.2292748226201186	0.23727362786520861	0.2359537535921383	0.22504980741959524	0.2131560515694691	0.304166138851321	0.2937188296837039	0.3202566418070043	0.2951547833817078	0.3274623948410966	0.31227835476697424	0.33345805645852516	0.2925780502050586	0.29205515648558916	0.5015487746873621	0.2667771213074196	0.33949093040242745	0.2635319988938455	0.2779823245697386	0.31240801666346674	0.2573529945247806	0.28439394666620377	0.26568254939109043	0.271362447144389	0.30320217209941897	0.30865331845368155	0.3111258852935816	0.3487026927812794	0.3102208791681817	0.24183219567213032	0.3165304744681032	0.25812308925475747	0.26678689131927624	0.3000196035526216	0.3765641826704729	0.29219752074023936	0.305526028539932	0.2629119293001697	0.26134338892849635	0.2814264380803092	0.2967298261705792	0.27500242039983896	0.2630379114912328	0.2719367573736787	0.3417045053087247	0.3215151589114352	0.3191477393730577	0.34208064164301544	0.3229767694458069	0.3049771198320228	0.30099507094995714	0.31602446079669494	0.328318366452657	0.32465629764928583	0.3284371823481244	0.32217205010388045	0.3236805848068852	0.3450764831082496	0.32330330515251243	0.22064281711747027	0.3548983879396977	0.328463413240803	0.6417859019934234	0.3358129541021433	0.2541732658337789
GENCORD.T-cell	0.3189204144946469	0.2641670740149394	0.31959104472478217	0.28133331707325887	0.4590785539846435	0.40988088811108847	0.2543113307231012	0.29380979237502475	0.36273355483802827	0.2891635085826625	0.3388313435642457	0.47638734358281526	1	0.4255081444026347	0.3825931925520991	0.36838390923112807	0.3315900955429941	0.35801487136570026	0.33461263776958883	0.3475133781759726	0.41972222246743734	0.2447692250030711	0.25366410585770643	0.284547429950164	0.26670216554860254	0.28011614239535515	0.2747034921457458	0.27231102548072467	0.25801867847090354	0.26587550876564175	0.27213240462704563	0.2658706025737748	0.2660588945714953	0.24305629925250524	0.3560757435076482	0.3458689086927094	0.3718306863910823	0.33579611473139526	0.37019210181621093	0.3615508934777507	0.34864494953578096	0.33731488491412975	0.32620589947149015	0.3831496731809336	0.2914972163890506	0.4119710878388856	0.2920058373931851	0.3101615881707025	0.36515948536266823	0.30084540939594334	0.3221268062079007	0.3083123784993197	0.311379410993877	0.3486298469478052	0.35313041252432514	0.37065168355228517	0.411238106733444	0.36360577095804775	0.26260829326484214	0.37027092399312195	0.3048833052846811	0.30485860902731765	0.2815156107170583	0.47757810685898877	0.3357673682681061	0.35680194996066195	0.29846959775197773	0.3176378125454608	0.3397379046894754	0.36729974108649127	0.3288076428229897	0.3081721688042259	0.31483142059333474	0.3725609190093519	0.3860688058994683	0.42899032490305494	0.4022277981384776	0.43596712786827985	0.3687738350369651	0.3755783183715938	0.391950249765274	0.43709973926601386	0.4230601470693316	0.4363854738956186	0.42981299206148504	0.4302313182194734	0.4437277551732387	0.4325780012847426	0.22318326365418786	0.4628189743994115	0.37853829549514345	0.4687721168117671	0.38588973715344604	0.26986859185182127
GEUVADIS.LCL	0.3012901729563348	0.25516007864711765	0.3031290243535997	0.2767263978148503	0.3389619464683794	0.33347612597998333	0.1967542108341096	0.2811432934750062	0.31804861747669283	0.27626562916953684	0.3302664806886318	0.5873264779098452	0.4255081444026347	1	0.33597456554826327	0.328097405005696	0.3069840777548327	0.3250179561036314	0.2989199575246614	0.32597268533892615	0.3511850207899647	0.21867220287802933	0.22660266015788597	0.25722259547972454	0.23951971358111745	0.24894629351275982	0.2450273071836856	0.24556620812504767	0.23395085164431276	0.2392666415654927	0.24823513161782637	0.24992065734365682	0.23135186910745767	0.2248045602119724	0.31845178120122186	0.3094487328288211	0.33983340354027114	0.30378699019046984	0.35194355290785095	0.32787138934135135	0.3618749135155259	0.3143162059397725	0.3066946424812712	0.568558759532188	0.28497064173224435	0.3532450619508352	0.2673406418961634	0.3006126540054261	0.32216128858727494	0.2594096684203622	0.3053135200439175	0.27136148806610855	0.281524256993845	0.32333157581735267	0.32026023488267896	0.32244355327731167	0.3636113660111809	0.3320755688746552	0.2545917642470189	0.32513692297455893	0.26440707960565435	0.27572918081605163	0.3230251316337667	0.38862257734788436	0.3251900140389826	0.34284774529060996	0.2939222802183396	0.2843817146925039	0.31080333086680906	0.32907727374713147	0.30954976805458556	0.2919870027025556	0.27385414353211096	0.33270873652316196	0.3255792678683652	0.31131763720413547	0.3395156948590847	0.3138798692108176	0.30192466590872513	0.30178605137609443	0.3077924586427241	0.3247567237339117	0.3199342496483302	0.33407296623350746	0.316064515734276	0.320320507395294	0.3408568828174751	0.315193755123393	0.22691351443399416	0.33981305496292374	0.32350930963447555	0.6422379740439279	0.3344154362898172	0.2561233490386663
GTEx.adipose_subcutaneous	0.27961047531366545	0.24501609707561464	0.29344456436397315	0.25959496863316966	0.33957589675594246	0.36505859472150065	0.23049171877154567	0.3889773093142701	0.5818399799089444	0.409899974652849	0.3508665784820786	0.3249347359196664	0.3825931925520991	0.33597456554826327	1	0.659413562529991	0.5078050642237515	0.5942846052978762	0.5679862360349703	0.6238487526310335	0.4108020987825627	0.35735957418603503	0.37616144159196974	0.4192390674722546	0.36989155690522585	0.3946524141161921	0.40458615060088754	0.3916278943264835	0.38128715245690215	0.38556767678808884	0.3953496122945381	0.4023903814392419	0.3726826060630656	0.35783685230238	0.650944878073337	0.562984457363529	0.555625802473025	0.5694059521553517	0.5283192744866981	0.6170550216780835	0.48729165805649194	0.5506188652747389	0.542524050491386	0.34241609814387114	0.4126685581336707	0.6059743419406153	0.4460776165440525	0.5184915166198854	0.6601849224611495	0.4714161523678897	0.4610547609426236	0.4526990459973201	0.49877468655281076	0.555407761497648	0.5922617854256035	0.49833032283620554	0.5075890879609338	0.5511800303941881	0.4043463385529294	0.5858500667056644	0.49265109595683265	0.47822725787385406	0.2769982029142526	0.3815967137072625	0.3179964187931898	0.34575428536667613	0.2960218279956197	0.28596254809232186	0.3007503589837011	0.33116927121065914	0.3028108409597934	0.28370340205927336	0.397688184396821	0.3028716512314467	0.2889136085667124	0.3289916854137684	0.29501433309331176	0.3287395126833663	0.33696506678499966	0.3523276733071684	0.3181471045599777	0.33185784598214796	0.3287362393429221	0.3343992864274987	0.3262552851798832	0.3254356829789635	0.330104965290388	0.3302210461529428	0.2664072855937373	0.35769994084086215	0.6100266993930985	0.34488345916057134	0.5149036081420049	0.32640644613354197
GTEx.adipose_visceral	0.2650317041475249	0.2312463206306217	0.2775750352239982	0.25048560938114584	0.32492696680677874	0.3484823885192217	0.2264189473819315	0.37135218902490325	0.5287383004986865	0.37978510157734635	0.3409909597023152	0.31360133176682836	0.36838390923112807	0.328097405005696	0.659413562529991	1	0.4894126667368104	0.5638528446545041	0.5508166138809372	0.5647861136902154	0.4057691451375342	0.351864964415491	0.36303502848172736	0.39914504746271756	0.35693637240748605	0.3760294873066614	0.3894133194585041	0.37962343941637183	0.3631022249202799	0.3727025200803674	0.38073802726411554	0.3824208324903672	0.3613763098296852	0.34709119075416983	0.6124716647711614	0.5470105094663623	0.5443342600495019	0.5566430268714911	0.5200776261126351	0.5853745286789744	0.4582174527497213	0.554266235937168	0.527816293659222	0.3321211451508656	0.4109571695079037	0.5933614992501279	0.4320159399513266	0.4759379991160208	0.597444343535984	0.46005612708701193	0.44954492780747213	0.4403245344881451	0.48459802893906473	0.5230847341142009	0.5291110335298751	0.4938206913930329	0.49915338485216404	0.5415563868295322	0.3839954705502827	0.5712708358918992	0.4756192332334667	0.4627111665004114	0.27094737105410255	0.3745065629984335	0.3051547129955659	0.324203050260126	0.276030612960972	0.2717691406783817	0.28291554685875836	0.30987216480637486	0.28394867727125067	0.26368221286994764	0.3804519862335023	0.28680020635303727	0.2809047907708716	0.3072276123421165	0.29145105118198955	0.3115791529122636	0.31539597172503575	0.3307962148824265	0.29984571843110663	0.3138085024189287	0.31127803532337883	0.31671214113736534	0.3103383778237735	0.30725294207119114	0.31402670659443654	0.31337447651516515	0.25276298200646513	0.34536046964813677	0.5459988214359695	0.3340269524132916	0.4672544851573313	0.32180384405285606
GTEx.adrenal_gland	0.2560064441833659	0.21639113385166606	0.27112447166846326	0.23333957997473673	0.28435743354074244	0.30072793166591344	0.18829571020476507	0.35635253754059804	0.4147894968801471	0.339170194211073	0.3280723068854605	0.2939523069246916	0.3315900955429941	0.3069840777548327	0.5078050642237515	0.4894126667368104	1	0.49613654271848395	0.4705146021124561	0.4885168987498072	0.34172477604703366	0.3193267678951843	0.3422494182020022	0.37904662462514094	0.32489527827328163	0.3463603922646487	0.3682875313425357	0.35630007217143356	0.34488024607992646	0.35175030885009717	0.35960156777567	0.36446686799328054	0.33798499939894355	0.32534706530718444	0.48741102828689636	0.4683143642683891	0.4824156417178179	0.47485876512029657	0.46400351894584857	0.5116769062839692	0.4303838048440306	0.4769551207005312	0.4711371261555095	0.30917265473282535	0.3916899084879832	0.5062219528236686	0.3770808191144243	0.4206107285301924	0.5020001427433394	0.42933827295347915	0.44922987878893467	0.4139976396041749	0.4428508273952259	0.44352687202682917	0.4463132433141691	0.43062084993579536	0.44418724570988244	0.48894472174878867	0.37211616123873276	0.5019280092855515	0.42218046144761756	0.4081588226836309	0.2665745757313571	0.3216016656226916	0.27704542592035203	0.3027997503831989	0.254666484224132	0.2399062340363567	0.2548265105743129	0.2799497674151383	0.2540731971620236	0.236777056099168	0.3646960020368026	0.2545500110806423	0.2547614724722662	0.2754616776123673	0.2610466034280044	0.2773841145409107	0.2757317975083413	0.28878621899454854	0.26486892982251564	0.2756759175993604	0.2788464215216687	0.2828974818416055	0.2728562933704665	0.27034753118749055	0.28120513670977665	0.2750879890570385	0.2484343650185016	0.29668962525028864	0.4348480831740152	0.30795467262000104	0.4113023194913541	0.30184255185013015
GTEx.artery_aorta	0.27214912553184833	0.23353680294540777	0.28319176849559213	0.2503807038519826	0.3201390553540068	0.3361214901194754	0.21496608760704855	0.3790333093227998	0.4725243857632778	0.3761210825958717	0.36072786880766244	0.3094584229274346	0.35801487136570026	0.3250179561036314	0.5942846052978762	0.5638528446545041	0.49613654271848395	1	0.6092884049314102	0.6635539250201274	0.385501281502551	0.35266846447155475	0.3713976734646301	0.408717680968668	0.36908563319218635	0.3874632918146279	0.4070640713270854	0.39063105660085434	0.37335035999306604	0.37805587375724553	0.3923707305040521	0.39028851155479616	0.36605119331400554	0.35011860154904634	0.5488948280514696	0.5446367095624493	0.532398630921725	0.559330070123231	0.5133923713780718	0.6093090909490998	0.4723490582231424	0.5462777220928434	0.5316569204132926	0.32631516497093166	0.39248786162893495	0.5682710702259024	0.4165490575857564	0.4723441085257511	0.5904325533356753	0.46741532748884984	0.45888309214278616	0.44116497588188613	0.47498202886404006	0.4921866025378247	0.5106284341281287	0.469233438471731	0.4737396822427722	0.5326398997925849	0.38006347380113903	0.5436493597644514	0.4833888604244649	0.45017743016684586	0.2686876492928844	0.3595419755262843	0.2946055897270669	0.3209841097719036	0.2726247822241719	0.262112375859398	0.2760740974320498	0.306014635092732	0.27348476728374654	0.2598926762205358	0.39353332466331764	0.2874817005193644	0.2795173937856563	0.30685575950450555	0.2839228097294303	0.30875788069883575	0.3078763095617543	0.3194438606805133	0.3054595839913955	0.3095742063030341	0.3112937447379196	0.3139587649323881	0.31041998699168216	0.30247355809444504	0.3105800970441651	0.3178609258967259	0.2609717902154273	0.3380989821177951	0.4878443992874286	0.3314084273655223	0.4549357205870971	0.3046913778794785
GTEx.artery_coronary	0.24661279760317079	0.2081918313904401	0.25529513690027406	0.22341751629380477	0.2955750098102935	0.31270065695911076	0.19955324612645262	0.3556040978674396	0.45388227083472316	0.3474086448364502	0.3227542122436688	0.28781203374372677	0.33461263776958883	0.2989199575246614	0.5679862360349703	0.5508166138809372	0.4705146021124561	0.6092884049314102	1	0.5977395568674313	0.35974003820076783	0.33089545139814347	0.35036895466105505	0.3806887627530928	0.3333211220315516	0.35634630160399594	0.3774275264001249	0.36184247947603515	0.35609472315943325	0.35346691313262546	0.3644795658870941	0.3642312431566568	0.34455229722424613	0.33131984418329624	0.5326116552330503	0.5128748930872057	0.5077755416608462	0.5340806966116796	0.47908240554405757	0.5671737775802098	0.4288382571683623	0.5283973961784089	0.5085326675676991	0.30412684328011463	0.3776458736002507	0.5375980621726665	0.39624586442619814	0.4380668511145032	0.5641274948407926	0.44772293449457046	0.42585200149170943	0.4189206156101911	0.4627263065529827	0.46620864614269	0.47586834146280355	0.44986924612942364	0.4561555900257698	0.49801391847274157	0.36335606824955774	0.5250192862113062	0.4596487339572817	0.43858675608504766	0.24694356387130362	0.3329437231804609	0.27557814942025555	0.3014156487074263	0.2551903164375706	0.24175920423317776	0.26040461678795934	0.28297547710393767	0.2597026725264482	0.24224292330409697	0.35877545186922966	0.2709391170668179	0.2541991321647669	0.286616773338365	0.2596289028545574	0.28891855536220995	0.28833681015618373	0.2973434745116668	0.27083939551841374	0.28465933189061904	0.2848808979852154	0.28798154384466756	0.28165006630655176	0.280031641620009	0.2863379260745506	0.28863570841062663	0.2412584296398654	0.3131103179316571	0.4709885413126811	0.3028434334968037	0.4272385017679524	0.2907567518506688
GTEx.artery_tibial	0.25946391510466904	0.22467788510877165	0.2708420709786716	0.24705562099151154	0.31440323482218024	0.3301120283552303	0.21877610462502067	0.38558591643827517	0.49215396625354807	0.39797724295928333	0.3588410917688374	0.3094534216695435	0.3475133781759726	0.32597268533892615	0.6238487526310335	0.5647861136902154	0.4885168987498072	0.6635539250201274	0.5977395568674313	1	0.37357748980640515	0.35580918638019254	0.3745679396117181	0.4146079726708344	0.37256772939645677	0.39306683625482197	0.40775617621989113	0.39099918467150024	0.3714566678725188	0.383765153074272	0.39609850575721833	0.3929478278234424	0.3650915716509258	0.3488441010441612	0.5553238029874487	0.5479989280444753	0.5328135671180763	0.5672199490604045	0.5051515319630816	0.6165742158801308	0.4777950329218025	0.5481455664095949	0.5295854311832211	0.32696867682622477	0.38202769409350185	0.5590734564796991	0.41761112568199443	0.5059860742704247	0.6237656032576109	0.4716982980224865	0.45443721719079516	0.4381188318866892	0.4816989643290112	0.5068762092923125	0.5374708854892959	0.4636988880697539	0.45616900223062645	0.5295035725394148	0.3937572639370246	0.5522712582593245	0.4856436897731469	0.4553255085341106	0.2751678279666232	0.34805524974341223	0.291114538259371	0.31756601630125136	0.2656172091110633	0.25416219016604985	0.2718590607606019	0.2969023537051072	0.27079323017590784	0.253159750652511	0.3976460515286279	0.283414942010211	0.27271494759386417	0.30422340683466537	0.28113268919272927	0.3041125393906412	0.3070749787145569	0.3171622257843849	0.2933581174615323	0.30738760899118456	0.30679805441154084	0.3107094044455231	0.3043845601716818	0.3042095052654664	0.30998048083186486	0.3080599089684927	0.26320581426033607	0.32244223540201644	0.5005487073105686	0.32721392549969064	0.46531865594733895	0.3153282823965863
GTEx.blood	0.30232480267248363	0.25994281528835333	0.30176855494183724	0.26898054015468376	0.3755451422564477	0.49308199184409535	0.42380663833112414	0.25664591977815904	0.34830900492501526	0.26833144933646935	0.2651926655715193	0.3330652453608801	0.41972222246743734	0.3511850207899647	0.4108020987825627	0.4057691451375342	0.34172477604703366	0.385501281502551	0.35974003820076783	0.37357748980640515	1	0.23715978498881218	0.24166278840537608	0.273633068103386	0.2542978971150765	0.26507244163835636	0.2659888754707164	0.26459916357840263	0.24572772085042444	0.25970891398135987	0.25923468092408625	0.2591786497079139	0.25898233316984415	0.2356838435260099	0.37277838017595566	0.35684962883156934	0.3780399374002479	0.34798915747614073	0.38552299335997153	0.3768816596736425	0.3386907929159907	0.3564507435267917	0.35023154036621457	0.33947433282366435	0.32786937750400225	0.4639036142363157	0.30062522111771733	0.3292282047653718	0.3852921410356285	0.30213142618918576	0.34667718846483725	0.3069452563294342	0.32252068838743864	0.3578576200147555	0.3667818441849941	0.36181922394734684	0.48337825866326783	0.3710329074965224	0.269679732424955	0.38736044923521795	0.30534701968197614	0.3129828877782148	0.21885409677605006	0.5990945266576023	0.3595968226224921	0.3884782787157993	0.33125196094750875	0.3770838997197715	0.3880308567513123	0.4229790855634688	0.3806461683788578	0.36439536528216077	0.26978974043143333	0.3228875977041986	0.3136439720828863	0.3430303660999867	0.32383345144923215	0.33944061637231454	0.4182583832064403	0.4519359353566713	0.3576208180441556	0.3625603903459409	0.36546504133874974	0.36582723094148906	0.36191577625655	0.3585612469278875	0.36669823441600347	0.35263485711929116	0.18328619053223608	0.5650639963423878	0.3326736353655966	0.3511808060221268	0.3302164273250369	0.23063526346265234
GTEx.brain_amygdala	0.17889659413613743	0.14965346276264999	0.18563758021083826	0.16131368411372143	0.21258386396764406	0.2140707334368829	0.1379593121184587	0.4213080437667144	0.30972606336728536	0.2640969971398066	0.2280857121829985	0.21657647974904576	0.2447692250030711	0.21867220287802933	0.35735957418603503	0.351864964415491	0.3193267678951843	0.35266846447155475	0.33089545139814347	0.35580918638019254	0.23715978498881218	1	0.5154034561020873	0.5356248595476777	0.40475031792127253	0.4064052877467022	0.4865026261542661	0.5026870018269731	0.49495054903996494	0.4752296030270017	0.5149702154106672	0.49658839655378856	0.3998027301542362	0.4591376850448714	0.3499832452062456	0.3401906463693389	0.33191440522207816	0.3468777388679856	0.32214858483768954	0.36798067126645795	0.29764097578361237	0.34763674542569994	0.3464745765209107	0.22202167520126873	0.26215506113401316	0.3532176359079085	0.2739907216117617	0.31083256744645865	0.3851426601213714	0.30902232298515164	0.29469509863469495	0.3692052845242668	0.32199042662739485	0.3236117637266804	0.32908284274350486	0.30137479142964413	0.3070882524922141	0.33056728686233533	0.2974624047470691	0.36597704675427956	0.3111814260415391	0.29531770560149967	0.22039132010079066	0.2326890456029082	0.19501097133609613	0.21947405676505885	0.173783654526382	0.1672937318496364	0.17681207981407196	0.1910124173695415	0.1768136730141455	0.16329905307980963	0.4373492697676179	0.1966272054210074	0.17674780801627984	0.2056716168355146	0.1933774574786767	0.20683478779540113	0.20200450064178246	0.20012100072791622	0.19637291725781966	0.20319362915902506	0.20477571975105413	0.20227189074428947	0.2030560894974162	0.19606610725391488	0.19790173300465091	0.20714935934084355	0.232836562351222	0.22359345232732508	0.32587850491338705	0.2286839123552951	0.3126889174898521	0.23498729169591387
GTEx.brain_anterior_cingulate_cortex	0.17584089820130608	0.15171849824850184	0.19017506545238846	0.16959656046200444	0.2271157252955589	0.21852101006782962	0.1463308852050095	0.46939156866394954	0.32494552101582463	0.28100880811440115	0.2361325292649131	0.2209274477709482	0.25366410585770643	0.22660266015788597	0.37616144159196974	0.36303502848172736	0.3422494182020022	0.3713976734646301	0.35036895466105505	0.3745679396117181	0.24166278840537608	0.5154034561020873	1	0.5508234371595307	0.43812881994194125	0.4452745827630347	0.5428418119962745	0.586153060537475	0.5147593885305417	0.4905775689381804	0.5227745675423439	0.5086913963765066	0.4049394950903839	0.4448493807229488	0.3648625953302272	0.3616842666473519	0.34865101667407333	0.35669265569631603	0.3291123191421271	0.38708854768804246	0.309898434207526	0.3644883278815308	0.3636950414753907	0.23733574182619838	0.2690586025591259	0.3642160171173508	0.287056820510508	0.333257640307452	0.4088113895071608	0.32902412375746426	0.3129477058428117	0.39591678544118614	0.33813359704579077	0.336319465370334	0.3413198332925782	0.30784513640509736	0.31771304895686026	0.34804654554417663	0.30019945507933576	0.3769065447798814	0.3233768159429315	0.30524559336084006	0.2263132081272249	0.24471323633442585	0.19044836570406193	0.21033640784629198	0.17740852269403226	0.16703428861918146	0.18000281306543808	0.1958590696179594	0.18048422646309226	0.168219046399455	0.49243633894935024	0.20519856119522129	0.1865151581550744	0.2150893513506024	0.1999779969541553	0.22032800518146073	0.20918399874738192	0.2080520594556814	0.20385114893182982	0.20975748445863712	0.2154556074960665	0.216578431081984	0.20984340228546705	0.21048344681677436	0.2080395047571584	0.22138913858718337	0.2467103325076413	0.2298971223906797	0.3373768183101062	0.23892870217552556	0.32729639980709285	0.2460107546981915
GTEx.brain_caudate	0.1928350641904706	0.166216298594533	0.20928829808002664	0.18479880321777672	0.25184388098177773	0.24211997579312644	0.159756709366471	0.47529822892437557	0.3562603397529573	0.3002969220447225	0.25506541861254495	0.24694589851795082	0.284547429950164	0.25722259547972454	0.4192390674722546	0.39914504746271756	0.37904662462514094	0.408717680968668	0.3806887627530928	0.4146079726708344	0.273633068103386	0.5356248595476777	0.5508234371595307	1	0.4705246092243412	0.4669988679064426	0.5546020629649281	0.5736195584415386	0.5412808313636489	0.5308272085330986	0.6309220408189063	0.6355522654504859	0.4465628466202514	0.4997209984635903	0.4075506702041093	0.39494186653036706	0.3838982590259519	0.3939715157977922	0.3696022499756942	0.42570452804939807	0.34884804999265506	0.40662643417392186	0.40072681083701583	0.2567370206485878	0.3085011987877102	0.4098803109293848	0.31797567493052753	0.3638417610225767	0.452136252282068	0.3545546970370866	0.3428668611217375	0.43302180686519065	0.36908533536623683	0.3768407579898453	0.3876066796280382	0.34659917106446236	0.3444008276357612	0.38404255081196725	0.3381726977565631	0.4247429214731021	0.35227898747770475	0.3341345934165187	0.24687685001611634	0.26808055600576197	0.2154917638190892	0.24115543586634	0.19967610836882377	0.1929757970318689	0.20536337813382316	0.22785232864801028	0.2051149003398339	0.19322929793546195	0.48657721948729465	0.22279971336886012	0.21409788034568225	0.24112903889036633	0.2279461259409764	0.24826503892659926	0.22775605713010133	0.2318409852476684	0.2300694438856974	0.2378792583934825	0.2389868262581634	0.2381862389388145	0.23550756100585582	0.2368208023371	0.23533252803095828	0.24711017518235517	0.2551100415485784	0.2563787068463364	0.3717035675203374	0.2649004012126089	0.36180240814018316	0.25971044626513445
