study_id	dataset_id	study_label	sample_group	tissue_id	tissue_label	condition_label	sample_size	quant_method	pmid	study_type
QTS000003	QTD000037	Bossini-Castillo_2019	Treg_naive	CL_0002677	Treg memory	naive	119	exon	35591976	bulk
QTS000003	QTD000038	Bossini-Castillo_2019	Treg_naive	CL_0002677	Treg memory	naive	119	tx	35591976	bulk
QTS000003	QTD000039	Bossini-Castillo_2019	Treg_naive	CL_0002677	Treg memory	naive	119	txrev	35591976	bulk
QTS000003	QTD000040	Bossini-Castillo_2019	Treg_naive	CL_0002677	Treg memory	naive	119	leafcutter	35591976	bulk
QTS000003	QTD001223	Bossini-Castillo_2019	Treg_naive	CL_0002677	Treg memory	naive	119	majiq	35591976	bulk
QTS000004	QTD000041	Braineac2	putamen	UBERON_0001874	brain (putamen)	naive	102	ge	32098967	bulk
QTS000004	QTD000042	Braineac2	putamen	UBERON_0001874	brain (putamen)	naive	102	exon	32098967	bulk
QTS000004	QTD000043	Braineac2	putamen	UBERON_0001874	brain (putamen)	naive	102	tx	32098967	bulk
QTS000004	QTD000044	Braineac2	putamen	UBERON_0001874	brain (putamen)	naive	102	txrev	32098967	bulk
QTS000004	QTD000045	Braineac2	putamen	UBERON_0001874	brain (putamen)	naive	102	leafcutter	32098967	bulk
QTS000004	QTD000046	Braineac2	substantia_nigra	UBERON_0002038	brain (substantia nigra)	naive	65	ge	32098967	bulk
QTS000004	QTD000047	Braineac2	substantia_nigra	UBERON_0002038	brain (substantia nigra)	naive	65	exon	32098967	bulk
QTS000004	QTD000048	Braineac2	substantia_nigra	UBERON_0002038	brain (substantia nigra)	naive	65	tx	32098967	bulk
QTS000004	QTD000049	Braineac2	substantia_nigra	UBERON_0002038	brain (substantia nigra)	naive	65	txrev	32098967	bulk
QTS000004	QTD000050	Braineac2	substantia_nigra	UBERON_0002038	brain (substantia nigra)	naive	65	leafcutter	32098967	bulk
QTS000004	QTD001224	Braineac2	putamen	UBERON_0001874	brain (putamen)	naive	102	majiq	32098967	bulk
QTS000004	QTD001225	Braineac2	substantia_nigra	UBERON_0002038	brain (substantia nigra)	naive	65	majiq	32098967	bulk
QTS000005	QTD000051	BrainSeq	brain	UBERON_0009834	brain (DLPFC)	naive	479	ge	30050107	bulk
QTS000005	QTD000052	BrainSeq	brain	UBERON_0009834	brain (DLPFC)	naive	479	exon	30050107	bulk
QTS000005	QTD000053	BrainSeq	brain	UBERON_0009834	brain (DLPFC)	naive	479	tx	30050107	bulk
QTS000005	QTD000054	BrainSeq	brain	UBERON_0009834	brain (DLPFC)	naive	479	txrev	30050107	bulk
QTS000005	QTD000055	BrainSeq	brain	UBERON_0009834	brain (DLPFC)	naive	479	leafcutter	30050107	bulk
QTS000005	QTD001226	BrainSeq	brain	UBERON_0009834	brain (DLPFC)	naive	479	majiq	30050107	bulk
QTS000006	QTD000056	CAP	LCL_naive	EFO_0005292	LCL	naive	148	ge	32787775	bulk
QTS000006	QTD000057	CAP	LCL_naive	EFO_0005292	LCL	naive	148	exon	32787775	bulk
QTS000006	QTD000058	CAP	LCL_naive	EFO_0005292	LCL	naive	148	tx	32787775	bulk
QTS000006	QTD000059	CAP	LCL_naive	EFO_0005292	LCL	naive	148	txrev	32787775	bulk
QTS000006	QTD000060	CAP	LCL_naive	EFO_0005292	LCL	naive	148	leafcutter	32787775	bulk
QTS000006	QTD000061	CAP	LCL_statin	EFO_0005292	LCL	statin	148	ge	32787775	bulk
QTS000006	QTD000062	CAP	LCL_statin	EFO_0005292	LCL	statin	148	exon	32787775	bulk
QTS000006	QTD000063	CAP	LCL_statin	EFO_0005292	LCL	statin	148	tx	32787775	bulk
QTS000006	QTD000064	CAP	LCL_statin	EFO_0005292	LCL	statin	148	txrev	32787775	bulk
QTS000006	QTD000065	CAP	LCL_statin	EFO_0005292	LCL	statin	148	leafcutter	32787775	bulk
QTS000006	QTD001227	CAP	LCL_naive	EFO_0005292	LCL	naive	148	majiq	32787775	bulk
QTS000006	QTD001228	CAP	LCL_statin	EFO_0005292	LCL	statin	148	majiq	32787775	bulk
QTS000007	QTD000066	CEDAR	T-cell_CD8	CL_0000625	CD8+ T cell	naive	277	microarray	29930244	bulk
QTS000007	QTD000067	CEDAR	T-cell_CD4	CL_0000624	CD4+ T cell	naive	290	microarray	29930244	bulk
QTS000007	QTD000068	CEDAR	transverse_colon	UBERON_0001157	transverse colon	naive	286	microarray	29930244	bulk
QTS000007	QTD000069	CEDAR	monocyte_CD14	CL_0002057	monocyte	naive	286	microarray	29930244	bulk
QTS000007	QTD000070	CEDAR	neutrophil_CD15	CL_0000775	neutrophil	naive	280	microarray	29930244	bulk
QTS000007	QTD000071	CEDAR	platelet	CL_0000233	platelet	naive	205	microarray	29930244	bulk
QTS000007	QTD000072	CEDAR	rectum	UBERON_0001052	rectum	naive	271	microarray	29930244	bulk
QTS000007	QTD000073	CEDAR	B-cell_CD19	CL_0000236	B cell	naive	262	microarray	29930244	bulk
QTS000007	QTD000074	CEDAR	ileum	UBERON_0002116	ileum	naive	180	microarray	29930244	bulk
QTS000008	QTD000075	CommonMind	DLPFC_naive	UBERON_0009834	brain (DLPFC)	naive	586	ge	31551426	bulk
QTS000008	QTD000076	CommonMind	DLPFC_naive	UBERON_0009834	brain (DLPFC)	naive	586	exon	31551426	bulk
QTS000008	QTD000077	CommonMind	DLPFC_naive	UBERON_0009834	brain (DLPFC)	naive	586	tx	31551426	bulk
QTS000008	QTD000078	CommonMind	DLPFC_naive	UBERON_0009834	brain (DLPFC)	naive	586	txrev	31551426	bulk
QTS000008	QTD000079	CommonMind	DLPFC_naive	UBERON_0009834	brain (DLPFC)	naive	586	leafcutter	31551426	bulk
QTS000009	QTD000080	Fairfax_2012	B-cell_CD19	CL_0000236	B cell	naive	281	microarray	22446964	bulk
QTS000010	QTD000081	Fairfax_2014	monocyte_naive	CL_0002057	monocyte	naive	420	microarray	24604202	bulk
QTS000010	QTD000082	Fairfax_2014	monocyte_IFN24	CL_0002057	monocyte	IFNg_24h	370	microarray	24604202	bulk
QTS000010	QTD000083	Fairfax_2014	monocyte_LPS2	CL_0002057	monocyte	LPS_2h	256	microarray	24604202	bulk
QTS000010	QTD000084	Fairfax_2014	monocyte_LPS24	CL_0002057	monocyte	LPS_24h	325	microarray	24604202	bulk
QTS000011	QTD000085	FUSION	muscle_naive	UBERON_0001134	muscle	naive	288	ge	31076557	bulk
QTS000011	QTD000086	FUSION	muscle_naive	UBERON_0001134	muscle	naive	288	exon	31076557	bulk
QTS000011	QTD000087	FUSION	muscle_naive	UBERON_0001134	muscle	naive	288	tx	31076557	bulk
QTS000011	QTD000088	FUSION	muscle_naive	UBERON_0001134	muscle	naive	288	txrev	31076557	bulk
QTS000011	QTD000089	FUSION	muscle_naive	UBERON_0001134	muscle	naive	288	leafcutter	31076557	bulk
QTS000011	QTD000090	FUSION	adipose_naive	UBERON_0001013	adipose	naive	271	ge	31076557	bulk
QTS000011	QTD000091	FUSION	adipose_naive	UBERON_0001013	adipose	naive	271	exon	31076557	bulk
QTS000011	QTD000092	FUSION	adipose_naive	UBERON_0001013	adipose	naive	271	tx	31076557	bulk
QTS000011	QTD000093	FUSION	adipose_naive	UBERON_0001013	adipose	naive	271	txrev	31076557	bulk
QTS000011	QTD000094	FUSION	adipose_naive	UBERON_0001013	adipose	naive	271	leafcutter	31076557	bulk
QTS000011	QTD001230	FUSION	muscle_naive	UBERON_0001134	muscle	naive	288	majiq	31076557	bulk
QTS000011	QTD001231	FUSION	adipose_naive	UBERON_0001013	adipose	naive	271	majiq	31076557	bulk
QTS000012	QTD000095	GENCORD	LCL	EFO_0005292	LCL	naive	190	ge	23755361	bulk
QTS000012	QTD000096	GENCORD	LCL	EFO_0005292	LCL	naive	190	exon	23755361	bulk
QTS000012	QTD000097	GENCORD	LCL	EFO_0005292	LCL	naive	190	tx	23755361	bulk
QTS000012	QTD000098	GENCORD	LCL	EFO_0005292	LCL	naive	190	txrev	23755361	bulk
QTS000012	QTD000099	GENCORD	LCL	EFO_0005292	LCL	naive	190	leafcutter	23755361	bulk
QTS000012	QTD000100	GENCORD	fibroblast	CL_0000057	fibroblast	naive	186	ge	23755361	bulk
QTS000012	QTD000101	GENCORD	fibroblast	CL_0000057	fibroblast	naive	186	exon	23755361	bulk
QTS000012	QTD000102	GENCORD	fibroblast	CL_0000057	fibroblast	naive	186	tx	23755361	bulk
QTS000012	QTD000103	GENCORD	fibroblast	CL_0000057	fibroblast	naive	186	txrev	23755361	bulk
QTS000012	QTD000104	GENCORD	fibroblast	CL_0000057	fibroblast	naive	186	leafcutter	23755361	bulk
QTS000012	QTD000105	GENCORD	T-cell	CL_0000084	T cell	naive	184	ge	23755361	bulk
QTS000012	QTD000106	GENCORD	T-cell	CL_0000084	T cell	naive	184	exon	23755361	bulk
QTS000012	QTD000107	GENCORD	T-cell	CL_0000084	T cell	naive	184	tx	23755361	bulk
QTS000012	QTD000108	GENCORD	T-cell	CL_0000084	T cell	naive	184	txrev	23755361	bulk
QTS000012	QTD000109	GENCORD	T-cell	CL_0000084	T cell	naive	184	leafcutter	23755361	bulk
QTS000012	QTD001232	GENCORD	LCL	EFO_0005292	LCL	naive	190	majiq	23755361	bulk
QTS000012	QTD001233	GENCORD	fibroblast	CL_0000057	fibroblast	naive	186	majiq	23755361	bulk
QTS000012	QTD001234	GENCORD	T-cell	CL_0000084	T cell	naive	184	majiq	23755361	bulk
QTS000013	QTD000110	GEUVADIS	LCL	EFO_0005292	LCL	naive	445	ge	24037378	bulk
QTS000013	QTD000111	GEUVADIS	LCL	EFO_0005292	LCL	naive	445	exon	24037378	bulk
QTS000013	QTD000112	GEUVADIS	LCL	EFO_0005292	LCL	naive	445	tx	24037378	bulk
QTS000013	QTD000113	GEUVADIS	LCL	EFO_0005292	LCL	naive	445	txrev	24037378	bulk
QTS000013	QTD000114	GEUVADIS	LCL	EFO_0005292	LCL	naive	445	leafcutter	24037378	bulk
QTS000013	QTD001199	GEUVADIS	LCL	EFO_0005292	LCL	naive	445	majiq	24037378	bulk
QTS000014	QTD000115	Gilchrist_2021	NK-cell_naive	CL_0000623	NK cell	naive	247	microarray	35835762	bulk
QTS000015	QTD000116	GTEx_v10	adipose_subcutaneous	UBERON_0001013	adipose	naive	749	ge	32913098	bulk
QTS000015	QTD000117	GTEx_v10	adipose_subcutaneous	UBERON_0001013	adipose	naive	749	exon	32913098	bulk
QTS000015	QTD000118	GTEx_v10	adipose_subcutaneous	UBERON_0001013	adipose	naive	749	tx	32913098	bulk
QTS000015	QTD000119	GTEx_v10	adipose_subcutaneous	UBERON_0001013	adipose	naive	749	txrev	32913098	bulk
QTS000015	QTD000120	GTEx_v10	adipose_subcutaneous	UBERON_0001013	adipose	naive	749	leafcutter	32913098	bulk
QTS000015	QTD000121	GTEx_v10	adipose_visceral	UBERON_0010414	adipose (visceral)	naive	606	ge	32913098	bulk
QTS000015	QTD000122	GTEx_v10	adipose_visceral	UBERON_0010414	adipose (visceral)	naive	606	exon	32913098	bulk
QTS000015	QTD000123	GTEx_v10	adipose_visceral	UBERON_0010414	adipose (visceral)	naive	606	tx	32913098	bulk
QTS000015	QTD000124	GTEx_v10	adipose_visceral	UBERON_0010414	adipose (visceral)	naive	606	txrev	32913098	bulk
QTS000015	QTD000125	GTEx_v10	adipose_visceral	UBERON_0010414	adipose (visceral)	naive	606	leafcutter	32913098	bulk
QTS000015	QTD000126	GTEx_v10	adrenal_gland	UBERON_0002369	adrenal gland	naive	305	ge	32913098	bulk
QTS000015	QTD000127	GTEx_v10	adrenal_gland	UBERON_0002369	adrenal gland	naive	305	exon	32913098	bulk
QTS000015	QTD000128	GTEx_v10	adrenal_gland	UBERON_0002369	adrenal gland	naive	305	tx	32913098	bulk
QTS000015	QTD000129	GTEx_v10	adrenal_gland	UBERON_0002369	adrenal gland	naive	305	txrev	32913098	bulk
QTS000015	QTD000130	GTEx_v10	adrenal_gland	UBERON_0002369	adrenal gland	naive	305	leafcutter	32913098	bulk
QTS000015	QTD000131	GTEx_v10	artery_aorta	UBERON_0001496	artery (aorta)	naive	492	ge	32913098	bulk
QTS000015	QTD000132	GTEx_v10	artery_aorta	UBERON_0001496	artery (aorta)	naive	492	exon	32913098	bulk
QTS000015	QTD000133	GTEx_v10	artery_aorta	UBERON_0001496	artery (aorta)	naive	492	tx	32913098	bulk
QTS000015	QTD000134	GTEx_v10	artery_aorta	UBERON_0001496	artery (aorta)	naive	492	txrev	32913098	bulk
QTS000015	QTD000135	GTEx_v10	artery_aorta	UBERON_0001496	artery (aorta)	naive	492	leafcutter	32913098	bulk
QTS000015	QTD000136	GTEx_v10	artery_coronary	UBERON_0001621	artery (coronary)	naive	279	ge	32913098	bulk
QTS000015	QTD000137	GTEx_v10	artery_coronary	UBERON_0001621	artery (coronary)	naive	279	exon	32913098	bulk
QTS000015	QTD000138	GTEx_v10	artery_coronary	UBERON_0001621	artery (coronary)	naive	279	tx	32913098	bulk
QTS000015	QTD000139	GTEx_v10	artery_coronary	UBERON_0001621	artery (coronary)	naive	279	txrev	32913098	bulk
QTS000015	QTD000140	GTEx_v10	artery_coronary	UBERON_0001621	artery (coronary)	naive	279	leafcutter	32913098	bulk
QTS000015	QTD000141	GTEx_v10	artery_tibial	UBERON_0007610	artery (tibial)	naive	736	ge	32913098	bulk
QTS000015	QTD000142	GTEx_v10	artery_tibial	UBERON_0007610	artery (tibial)	naive	736	exon	32913098	bulk
QTS000015	QTD000143	GTEx_v10	artery_tibial	UBERON_0007610	artery (tibial)	naive	736	tx	32913098	bulk
QTS000015	QTD000144	GTEx_v10	artery_tibial	UBERON_0007610	artery (tibial)	naive	736	txrev	32913098	bulk
QTS000015	QTD000145	GTEx_v10	artery_tibial	UBERON_0007610	artery (tibial)	naive	736	leafcutter	32913098	bulk
QTS000015	QTD000146	GTEx_v10	brain_amygdala	UBERON_0001876	brain (amygdala)	naive	202	ge	32913098	bulk
QTS000015	QTD000147	GTEx_v10	brain_amygdala	UBERON_0001876	brain (amygdala)	naive	202	exon	32913098	bulk
QTS000015	QTD000148	GTEx_v10	brain_amygdala	UBERON_0001876	brain (amygdala)	naive	202	tx	32913098	bulk
QTS000015	QTD000149	GTEx_v10	brain_amygdala	UBERON_0001876	brain (amygdala)	naive	202	txrev	32913098	bulk
QTS000015	QTD000150	GTEx_v10	brain_amygdala	UBERON_0001876	brain (amygdala)	naive	202	leafcutter	32913098	bulk
QTS000015	QTD000151	GTEx_v10	brain_anterior_cingulate_cortex	UBERON_0009835	brain (anterior cingulate cortex)	naive	242	ge	32913098	bulk
QTS000015	QTD000152	GTEx_v10	brain_anterior_cingulate_cortex	UBERON_0009835	brain (anterior cingulate cortex)	naive	242	exon	32913098	bulk
QTS000015	QTD000153	GTEx_v10	brain_anterior_cingulate_cortex	UBERON_0009835	brain (anterior cingulate cortex)	naive	242	tx	32913098	bulk
QTS000015	QTD000154	GTEx_v10	brain_anterior_cingulate_cortex	UBERON_0009835	brain (anterior cingulate cortex)	naive	242	txrev	32913098	bulk
QTS000015	QTD000155	GTEx_v10	brain_anterior_cingulate_cortex	UBERON_0009835	brain (anterior cingulate cortex)	naive	242	leafcutter	32913098	bulk
QTS000015	QTD000156	GTEx_v10	brain_caudate	UBERON_0001873	brain (caudate)	naive	315	ge	32913098	bulk
QTS000015	QTD000157	GTEx_v10	brain_caudate	UBERON_0001873	brain (caudate)	naive	315	exon	32913098	bulk
QTS000015	QTD000158	GTEx_v10	brain_caudate	UBERON_0001873	brain (caudate)	naive	315	tx	32913098	bulk
QTS000015	QTD000159	GTEx_v10	brain_caudate	UBERON_0001873	brain (caudate)	naive	315	txrev	32913098	bulk
QTS000015	QTD000160	GTEx_v10	brain_caudate	UBERON_0001873	brain (caudate)	naive	315	leafcutter	32913098	bulk
QTS000015	QTD000161	GTEx_v10	brain_cerebellar_hemisphere	UBERON_0002037	brain (cerebellum)	naive	286	ge	32913098	bulk
QTS000015	QTD000162	GTEx_v10	brain_cerebellar_hemisphere	UBERON_0002037	brain (cerebellum)	naive	286	exon	32913098	bulk
QTS000015	QTD000163	GTEx_v10	brain_cerebellar_hemisphere	UBERON_0002037	brain (cerebellum)	naive	286	tx	32913098	bulk
QTS000015	QTD000164	GTEx_v10	brain_cerebellar_hemisphere	UBERON_0002037	brain (cerebellum)	naive	286	txrev	32913098	bulk
QTS000015	QTD000165	GTEx_v10	brain_cerebellar_hemisphere	UBERON_0002037	brain (cerebellum)	naive	286	leafcutter	32913098	bulk
QTS000015	QTD000166	GTEx_v10	brain_cerebellum	UBERON_0002037	brain (cerebellum)	naive	272	ge	32913098	bulk
QTS000015	QTD000167	GTEx_v10	brain_cerebellum	UBERON_0002037	brain (cerebellum)	naive	272	exon	32913098	bulk
QTS000015	QTD000168	GTEx_v10	brain_cerebellum	UBERON_0002037	brain (cerebellum)	naive	272	tx	32913098	bulk
QTS000015	QTD000169	GTEx_v10	brain_cerebellum	UBERON_0002037	brain (cerebellum)	naive	272	txrev	32913098	bulk
QTS000015	QTD000170	GTEx_v10	brain_cerebellum	UBERON_0002037	brain (cerebellum)	naive	272	leafcutter	32913098	bulk
QTS000015	QTD000171	GTEx_v10	brain_cortex	UBERON_0001870	brain (cortex)	naive	284	ge	32913098	bulk
QTS000015	QTD000172	GTEx_v10	brain_cortex	UBERON_0001870	brain (cortex)	naive	284	exon	32913098	bulk
QTS000015	QTD000173	GTEx_v10	brain_cortex	UBERON_0001870	brain (cortex)	naive	284	tx	32913098	bulk
QTS000015	QTD000174	GTEx_v10	brain_cortex	UBERON_0001870	brain (cortex)	naive	284	txrev	32913098	bulk
QTS000015	QTD000175	GTEx_v10	brain_cortex	UBERON_0001870	brain (cortex)	naive	284	leafcutter	32913098	bulk
QTS000015	QTD000176	GTEx_v10	brain_frontal_cortex	UBERON_0009834	brain (DLPFC)	naive	285	ge	32913098	bulk
QTS000015	QTD000177	GTEx_v10	brain_frontal_cortex	UBERON_0009834	brain (DLPFC)	naive	285	exon	32913098	bulk
QTS000015	QTD000178	GTEx_v10	brain_frontal_cortex	UBERON_0009834	brain (DLPFC)	naive	285	tx	32913098	bulk
QTS000015	QTD000179	GTEx_v10	brain_frontal_cortex	UBERON_0009834	brain (DLPFC)	naive	285	txrev	32913098	bulk
QTS000015	QTD000180	GTEx_v10	brain_frontal_cortex	UBERON_0009834	brain (DLPFC)	naive	285	leafcutter	32913098	bulk
QTS000015	QTD000181	GTEx_v10	brain_hippocampus	UBERON_0001954	brain (hippocampus)	naive	272	ge	32913098	bulk
QTS000015	QTD000182	GTEx_v10	brain_hippocampus	UBERON_0001954	brain (hippocampus)	naive	272	exon	32913098	bulk
QTS000015	QTD000183	GTEx_v10	brain_hippocampus	UBERON_0001954	brain (hippocampus)	naive	272	tx	32913098	bulk
QTS000015	QTD000184	GTEx_v10	brain_hippocampus	UBERON_0001954	brain (hippocampus)	naive	272	txrev	32913098	bulk
QTS000015	QTD000185	GTEx_v10	brain_hippocampus	UBERON_0001954	brain (hippocampus)	naive	272	leafcutter	32913098	bulk
QTS000015	QTD000186	GTEx_v10	brain_hypothalamus	UBERON_0001898	brain (hypothalamus)	naive	276	ge	32913098	bulk
QTS000015	QTD000187	GTEx_v10	brain_hypothalamus	UBERON_0001898	brain (hypothalamus)	naive	276	exon	32913098	bulk
QTS000015	QTD000188	GTEx_v10	brain_hypothalamus	UBERON_0001898	brain (hypothalamus)	naive	276	tx	32913098	bulk
QTS000015	QTD000189	GTEx_v10	brain_hypothalamus	UBERON_0001898	brain (hypothalamus)	naive	276	txrev	32913098	bulk
QTS000015	QTD000190	GTEx_v10	brain_hypothalamus	UBERON_0001898	brain (hypothalamus)	naive	276	leafcutter	32913098	bulk
QTS000015	QTD000191	GTEx_v10	brain_nucleus_accumbens	UBERON_0001882	brain (nucleus accumbens)	naive	308	ge	32913098	bulk
QTS000015	QTD000192	GTEx_v10	brain_nucleus_accumbens	UBERON_0001882	brain (nucleus accumbens)	naive	308	exon	32913098	bulk
QTS000015	QTD000193	GTEx_v10	brain_nucleus_accumbens	UBERON_0001882	brain (nucleus accumbens)	naive	308	tx	32913098	bulk
QTS000015	QTD000194	GTEx_v10	brain_nucleus_accumbens	UBERON_0001882	brain (nucleus accumbens)	naive	308	txrev	32913098	bulk
QTS000015	QTD000195	GTEx_v10	brain_nucleus_accumbens	UBERON_0001882	brain (nucleus accumbens)	naive	308	leafcutter	32913098	bulk
QTS000015	QTD000196	GTEx_v10	brain_putamen	UBERON_0001874	brain (putamen)	naive	267	ge	32913098	bulk
QTS000015	QTD000197	GTEx_v10	brain_putamen	UBERON_0001874	brain (putamen)	naive	267	exon	32913098	bulk
QTS000015	QTD000198	GTEx_v10	brain_putamen	UBERON_0001874	brain (putamen)	naive	267	tx	32913098	bulk
QTS000015	QTD000199	GTEx_v10	brain_putamen	UBERON_0001874	brain (putamen)	naive	267	txrev	32913098	bulk
QTS000015	QTD000200	GTEx_v10	brain_putamen	UBERON_0001874	brain (putamen)	naive	267	leafcutter	32913098	bulk
QTS000015	QTD000201	GTEx_v10	brain_spinal_cord	UBERON_0006469	brain (spinal cord)	naive	213	ge	32913098	bulk
QTS000015	QTD000202	GTEx_v10	brain_spinal_cord	UBERON_0006469	brain (spinal cord)	naive	213	exon	32913098	bulk
QTS000015	QTD000203	GTEx_v10	brain_spinal_cord	UBERON_0006469	brain (spinal cord)	naive	213	tx	32913098	bulk
QTS000015	QTD000204	GTEx_v10	brain_spinal_cord	UBERON_0006469	brain (spinal cord)	naive	213	txrev	32913098	bulk
QTS000015	QTD000205	GTEx_v10	brain_spinal_cord	UBERON_0006469	brain (spinal cord)	naive	213	leafcutter	32913098	bulk
QTS000015	QTD000206	GTEx_v10	brain_substantia_nigra	UBERON_0002038	brain (substantia nigra)	naive	193	ge	32913098	bulk
QTS000015	QTD000207	GTEx_v10	brain_substantia_nigra	UBERON_0002038	brain (substantia nigra)	naive	193	exon	32913098	bulk
QTS000015	QTD000208	GTEx_v10	brain_substantia_nigra	UBERON_0002038	brain (substantia nigra)	naive	193	tx	32913098	bulk
QTS000015	QTD000209	GTEx_v10	brain_substantia_nigra	UBERON_0002038	brain (substantia nigra)	naive	193	txrev	32913098	bulk
